,Brand,Make_Year,Fuel,KMs_Driven,Engine_Displacement,No_Of_Owner,Transmission,Mileage,Max_Power,Torque,Seats,Color,Gear_Box,Drive_Type,Steering_Type,Front_Brake_Type,Rear_Brake_Type,Acceleration,Price
168,Ford Figo Diesel Titanium,2014,Diesel,55324,1399,First ,Manual,20.0,68.0,160.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,14.8,271000
169,Skoda Superb Petrol Ambition,2011,Petrol,65234,1798,First ,Manual,13.1,157.8,250.0,5,Silver,5,FWD,Power,Discs,Discs,19.0,449000
170,Honda Brio V MT,2013,Petrol,44000,1198,First ,Manual,19.4,86.8,109.0,5,White,6,FWD,Power,Discs,Drum,19.0,351000
171,Maruti Alto K10 LXI,2011,Petrol,60000,998,First ,Manual,20.92,67.1,90.0,5,White,6,FWD,Power,Ventilated Disc,Drum,13.3,175000
172,Volkswagen Vento Diesel Highline,2011,Diesel,75000,1598,Second ,Manual,20.54,103.6,250.0,5,White,6,FWD,Power,Discs,Drum,19.0,290000
173,Hyundai EON 1.0 Kappa,2015,Petrol,22000,998,First ,Manual,20.3,68.05,94.14,5,White,5,FWD,Power,Discs,Drum,15.0,275000
174,Land Rover Freelander 2,2012,Diesel,115880,2179,First ,Automatic,0.0,115.0,400.0,5,Grey,8,AWD,Power,Ventilated Disc,Discs,19.0,1050000
175,Ford Endeavour 3.2 Titanium,2018,Diesel,75000,3198,First ,Automatic,10.91,197.0,470.0,7,Silver,5,AWD,Power,Discs,Discs,10.86,2550000
176,Audi A3 35 TDI,2015,Diesel,60000,1968,Second ,Automatic,20.38,143.0,320.0,5,Maroon,5,FWD,Power,Ventilated Disc,Discs,8.6,1500000
177,Maruti Ciaz Alpha Diesel,2018,Diesel,96000,1248,First ,Manual,28.09,88.5,200.0,5,White,8,FWD,Power,Ventilated Disc,Drum,19.0,775000
178,Audi A4 35 TDI,2015,Diesel,63000,1968,First ,Automatic,17.11,174.33,380.0,5,White,7,FWD,Power,Ventilated Disc,Discs,7.9,1800000
179,Mercedes-Benz E-Class E250 CDI,2011,Diesel,116000,2143,Second ,Automatic,14.21,203.0,500.0,5,Black,7,RWD,Power,Ventilated Disc,Discs,7.5,1050000
180,Mahindra Thar CRDe ABS,2017,Diesel,48000,2498,First ,Manual,16.55,105.0,247.0,6,Red,5,AWD,Power,Discs,Drum,19.0,825000
181,Audi A6 2.0 TDI,2013,Diesel,71000,1968,First ,Automatic,17.68,174.33,380.0,5,White,5,FWD,Power,Ventilated Disc,Discs,8.2,1689999
182,Volkswagen Vento 1.5 TDI,2016,Diesel,86000,1498,First ,Automatic,22.15,108.6,250.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,11.07,690000
183,Mercedes-Benz C-Class 220 CDI,2011,Diesel,70800,2143,First ,Automatic,14.84,170.0,400.0,5,White,6,RWD,Power,Ventilated Disc,Discs,8.5,1250000
184,Hyundai i20 Magna Plus,2020,Petrol,33000,1197,First ,Manual,18.6,81.86,117.0,5,Grey,5,FWD,Power,Discs,Drum,13.2,675000
185,Mahindra TUV 300 T10,2019,Diesel,70000,1493,First ,Manual,18.49,100.0,240.0,7,White,5,RWD,Power,Discs,Drum,13.9,875000
186,Toyota Innova Crysta 2016-2020,2016,Diesel,103000,2393,First ,Manual,13.68,147.8,343.0,7,Golden,5,RWD,Power,Discs,Drum,19.0,1400000
187,Volkswagen Passat 1.8 TSI,2010,Petrol,65324,1798,First ,Manual,14.3,160.0,250.0,5,Grey,6,2WD,Power,Discs,Discs,8.6,525000
188,Hyundai Santro Xing GLS,2008,Petrol,55000,1086,Second ,Manual,17.92,62.1,96.1,5,Maroon,5,FWD,Power,Ventilated Disc,Drum,19.0,175000
189,Toyota Fortuner 4x2 AT,2014,Diesel,101835,2982,First ,Automatic,12.55,168.5,360.0,7,Silver,8,FWD,Power,Ventilated Disc,Drum,9.6,1400000
190,Mercedes-Benz E-Class E250 CDI,2014,Diesel,49000,2143,Second ,Automatic,14.21,203.0,500.0,5,Red,6,RWD,Power,Ventilated Disc,Discs,7.5,1850000
191,MG Hector Sharp DCT,2021,Petrol,16000,1451,First ,Automatic,0.0,141.0,250.0,5,White,6,FWD,Power,Discs,Discs,19.0,1875000
192,Maruti Swift Dzire Tour,2018,Diesel,75000,1248,First ,Manual,23.4,74.0,190.0,5,White,5,FWD,Power,Ventilated Disc,Drum,14.85,475000
193,Volvo XC60 D4 SUMMUM,2014,Diesel,114000,1984,First ,Automatic,14.7,181.0,400.0,5,White,5,FWD,Power,Discs,Discs,19.0,1635000
194,Mahindra XUV500 AT W8,2015,Diesel,77708,2179,Second ,Automatic,16.0,140.0,330.0,7,Black,5,FWD,Power,Discs,Discs,10.0,800000
195,BMW 5 Series 520d,2012,Diesel,68000,1995,First ,Automatic,18.48,177.0,35.7,5,Maroon,6,FWD,Power,Ventilated Disc,Discs,8.3,1495000
196,Maruti Eeco 5 STR,2012,CNG,80000,1196,Fourth & Above ,Manual,15.1,73.0,101.0,5,White,6,RWD,Power,Ventilated Disc,Drum,19.0,229999
197,Volkswagen Polo 2015-2019 1.2,2015,Petrol,33000,1199,First ,Manual,16.2,74.0,110.0,5,White,5,FWD,Power,Discs,Drum,14.2,461000
198,Maruti Ciaz 1.4 Zeta,2017,Petrol,44000,1373,First ,Manual,20.73,91.1,130.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,14.0,775000
199,Renault Duster 110PS Diesel,2012,Diesel,60000,1461,Second ,Manual,19.01,108.45,248.0,5,Brown,6,FWD,Power,Ventilated Disc,Drum,19.0,351000
200,Ford Aspire 1.5 Ti-VCT,2016,Petrol,27000,1499,First ,Automatic,17.01,110.5,136.0,5,White,5,FWD,Power,Ventilated Disc,Drum,15.7,550000
201,Renault KWID RXT,2017,Petrol,20000,799,First ,Manual,25.17,53.3,72.0,5,Silver,5,FWD,Power,Discs,Drum,16.0,375000
202,Toyota Innova 2.5 GX,2012,Diesel,147234,2494,Second ,Manual,12.99,100.0,200.0,8,Grey,5,FWD,Power,Ventilated Disc,Drum,19.0,567000
203,Renault Duster 110PS Diesel,2013,Diesel,65000,1461,First ,Manual,19.01,108.45,248.0,5,White,6,FWD,Power,Ventilated Disc,Drum,19.0,415000
204,Honda City i VTEC,2017,Petrol,76653,1497,First ,Automatic,18.0,117.3,145.0,5,Grey,5,FWD,Power,Discs,Drum,10.0,950000
205,Datsun RediGO T Option,2017,Petrol,38000,799,First ,Manual,22.7,53.64,72.0,5,Blue,5,2WD,Power,Discs,Drum,19.0,325000
206,Mahindra Bolero 2011-2019 SLE,2012,Diesel,170000,2523,First ,Manual,15.96,62.1,195.0,7,Silver,6,RWD,Power,Discs,Drum,30.3,350000
207,Hyundai i20 Sportz 1.4,2016,Diesel,58000,1396,First ,Manual,22.54,88.73,219.7,5,Silver,5,FWD,Power,Discs,Drum,11.9,575000
208,Toyota Fortuner 4x2 Manual,2014,Diesel,114000,2982,First ,Manual,13.0,168.5,343.0,7,Grey,5,FWD,Power,Ventilated Disc,Drum,9.6,1350000
209,Maruti Alto 800 LXI,2012,Petrol,28000,796,First ,Manual,22.74,47.3,69.0,5,White,6,FWD,Power,Solid Disc,Drum,19.0,245000
210,Mahindra XUV500 W10 1.99,2016,Diesel,56000,1997,First ,Manual,16.0,140.0,320.0,7,White,9,FWD,Power,Discs,Discs,10.0,950000
211,Maruti Alto 800 VXI,2018,Petrol,22874,796,First ,Manual,24.7,47.3,69.0,5,White,6,FWD,Power,Solid Disc,Drum,19.0,400000
212,Toyota Fortuner 4x2 Manual,2012,Diesel,86500,2982,First ,Manual,13.0,168.5,343.0,7,White,6,FWD,Power,Ventilated Disc,Drum,9.6,1175000
213,MG Hector Sharp Diesel,2019,Diesel,32000,1956,First ,Manual,17.41,167.68,350.0,5,White,5,FWD,Power,Discs,Discs,19.0,1775000
214,Land Rover Range Rover,2018,Diesel,36000,1999,First ,Automatic,15.68,177.0,430.0,5,Silver,5,AWD,Power,Discs,Discs,9.0,4500000
215,Mahindra XUV500 W10 2WD,2017,Diesel,64000,2179,First ,Manual,16.0,140.0,330.0,7,White,5,FWD,Power,Discs,Discs,10.0,1225000
216,Renault Duster 110PS Diesel,2012,Diesel,85369,1461,Second ,Manual,19.01,108.45,248.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,19.0,400000
217,Toyota Innova 2.5 GX,2011,Diesel,85000,2494,First ,Manual,12.99,100.6,200.0,8,Red,5,RWD,Power,Ventilated Disc,Drum,13.3,575000
218,Mahindra Scorpio SLX 2.6,2008,Diesel,75000,2179,First ,Manual,10.5,120.0,290.0,7,Red,6,2WD,Power,Discs,Drum,16.5,325000
219,Honda Amaze S i-Dtech,2013,Diesel,61000,1498,First ,Manual,25.8,98.6,200.0,5,White,9,FWD,Power,Discs,Drum,17.0,300000
220,Honda City i VTEC,2016,Petrol,40000,1497,First ,Automatic,18.0,117.3,145.0,5,White,6,FWD,Power,Discs,Drum,10.0,851000
221,Maruti Wagon R VXI,2010,Petrol,32000,1061,First ,Manual,18.9,67.0,84.0,5,White,5,FWD,Power,Ventilated Disc,Drum,19.0,250999
222,MG Hector Sharp Diesel,2019,Diesel,32000,1956,First ,Manual,17.41,167.68,350.0,5,Grey,5,FWD,Power,Discs,Discs,19.0,1775000
223,Land Rover Range Rover,2018,Diesel,36000,1999,First ,Automatic,15.68,177.0,430.0,5,Blue,6,AWD,Power,Discs,Discs,9.0,4500000
224,Mahindra XUV500 W10 2WD,2017,Diesel,64000,2179,First ,Manual,16.0,140.0,330.0,7,White,5,FWD,Power,Discs,Discs,10.0,1225000
225,Toyota Innova 2.5 V,2010,Diesel,138000,2494,Second ,Manual,12.8,102.0,20.4,8,White,5,FWD,Power,Ventilated Disc,Drum,17.5,590000
226,Toyota Etios V,2011,Petrol,74000,1496,First ,Manual,17.6,0.0,5.0,5,Red,5,FWD,Power,Discs,Disc & Drum,19.0,375000
227,Honda Brio VX AT,2013,Petrol,33000,1198,First ,Automatic,16.5,86.8,109.0,5,Red,5,FWD,Power,Discs,Drum,16.0,450000
228,Mahindra XUV500 W8 2WD,2013,Diesel,68000,2179,First ,Manual,15.1,140.0,330.0,7,White,5,FWD,Power,Discs,Discs,12.5,590000
229,Volkswagen Polo Diesel Highline,2013,Diesel,53000,1199,Second ,Manual,22.07,73.9,180.0,5,Silver,5,FWD,Power,Discs,Drum,14.4,390000
230,Honda Mobilio S i,2015,Diesel,70000,1498,First ,Manual,24.2,98.6,200.0,7,Silver,6,FWD,Power,Discs,Drum,14.0,550000
231,Honda Amaze VX i-DTEC,2013,Diesel,74000,1498,First ,Manual,25.8,98.6,200.0,5,White,5,FWD,Power,Discs,Drum,17.0,375000
232,Mahindra TUV 300 T8,2018,Diesel,22000,1493,First ,Automatic,18.49,100.0,230.0,7,White,6,RWD,Power,Discs,Drum,13.9,700000
233,Maruti Alto 800 VXI,2018,Petrol,22874,796,First ,Manual,24.7,47.3,69.0,5,White,5,FWD,Power,Solid Disc,Drum,19.0,400000
234,Toyota Fortuner 4x2 Manual,2012,Diesel,86500,2982,First ,Manual,13.0,168.5,343.0,7,White,6,FWD,Power,Ventilated Disc,Drum,9.6,1175000
235,Hyundai Verna CRDi 1.6,2018,Diesel,81000,1582,First ,Manual,22.0,126.2,259.87,5,White,5,FWD,Power,Discs,Drum,19.0,975000
236,Nissan Terrano XL Plus,2014,Diesel,64100,1461,First ,Manual,20.45,83.8,200.0,5,Black,5,FWD,Power,Discs,Drum,14.0,475000
237,Hyundai Santa Fe 2WD,2014,Diesel,97000,2199,First ,Automatic,13.01,194.3,436.39,7,White,6,FWD,Power,Ventilated Disc,Discs,11.2,1251000
238,Hyundai Grand i10 1.2,2017,Diesel,44500,1186,First ,Manual,24.0,73.97,190.24,5,White,5,FWD,Power,Discs,Drum,13.21,525000
239,Honda Jazz 1.5 V,2016,Diesel,66000,1498,First ,Manual,27.3,98.6,200.0,5,Silver,5,FWD,Power,Discs,Drum,13.7,575000
240,Volkswagen Polo Diesel Comfortline,2011,Diesel,58000,1199,First ,Manual,22.07,73.9,180.0,5,Orange,5,FWD,Power,Discs,Drum,14.4,275000
241,Maruti Wagon R LXI,2010,Petrol,66384,998,Second ,Manual,18.9,67.1,90.0,5,White,6,FWD,Power,Ventilated Disc,Drum,19.0,235000
242,Hyundai i20 1.4 Asta,2018,Diesel,62000,1396,First ,Manual,22.54,88.73,219.7,5,White,5,FWD,Power,Discs,Drum,11.9,725000
243,Maruti Swift Dzire VDI,2014,Diesel,48000,1248,First ,Manual,23.4,74.0,190.0,5,White,5,FWD,Power,Ventilated Disc,Drum,19.0,450000
244,Mercedes-Benz E-Class E250 CDI,2013,Diesel,78600,2143,First ,Automatic,14.21,203.0,500.0,5,White,5,RWD,Power,Ventilated Disc,Discs,7.5,2150000
245,Honda New Accord 2011-2014,2013,Petrol,59000,2354,First ,Manual,12.8,177.6,222.0,5,Red,6,FWD,Power,Multilateral Disc,Discs,19.0,690000
246,Maruti SX4 S Cross,2016,Diesel,62000,1598,First ,Manual,22.7,118.0,320.0,5,White,5,FWD,Power,Ventilated Disc,Discs,12.0,590000
247,Datsun RediGO 1.0 T,2017,Petrol,25000,999,First ,Manual,22.5,67.0,91.0,5,White,5,2WD,Power,Discs,Drum,19.0,250999
248,Hyundai Santro Xing GLS,2011,Petrol,42000,1086,First ,Manual,17.92,62.1,96.1,5,White,6,FWD,Power,Ventilated Disc,Drum,19.0,231000
249,Chevrolet Cruze LTZ,2011,Diesel,55000,1991,First ,Manual,18.3,147.9,327.0,5,White,9,FWD,Power,Discs,Discs,19.0,390000
250,Toyota Fortuner 2016-2021 2.8,2018,Diesel,49000,2755,First ,Manual,14.24,174.5,420.0,7,Grey,5,RWD,Power,Ventilated Disc,Discs,19.0,2700000
251,Maruti Ciaz Sigma BSIV,2019,Petrol,33000,1462,First ,Manual,21.56,103.25,138.0,5,White,5,FWD,Power,Ventilated Disc,Drum,19.0,725000
252,Toyota Etios Liva G,2014,Petrol,39000,1197,First ,Manual,17.71,78.9,104.0,5,Grey,6,FWD,Power,Ventilated Disc,Drum,14.0,400000
253,MG Hector Sharp AT,2020,Petrol,15000,1451,First ,Automatic,13.96,141.0,250.0,5,Black,5,FWD,Power,Discs,Discs,19.0,1751000
254,Mercedes-Benz GL-Class 220d 4MATIC,2017,Diesel,31500,2143,First ,Automatic,17.9,170.0,400.0,5,Black,5,AWD,Power,Discs,Drum,8.3,3875000
255,Volkswagen Polo Diesel Trendline,2012,Diesel,83000,1199,First ,Manual,22.07,73.9,180.0,5,White,5,FWD,Power,Discs,Drum,14.4,300000
256,Maruti Ciaz VDi Plus,2015,Diesel,58000,1248,First ,Manual,28.09,88.5,200.0,5,White,5,FWD,Power,Ventilated Disc,Drum,15.0,515000
257,Tata Harrier XZ Plus,2020,Diesel,56944,1956,First ,Manual,17.0,167.63,350.0,5,Silver,5,FWD,Power,Discs,Drum,19.0,1800000
258,Honda Amaze SX i-DTEC,2014,Diesel,90000,1498,Third ,Manual,25.8,98.6,200.0,5,Black,5,FWD,Power,Discs,Drum,17.0,370000
259,Volkswagen Vento Diesel Trendline,2011,Diesel,79000,1598,First ,Manual,20.54,103.6,250.0,5,Black,5,FWD,Power,Discs,Drum,19.0,325000
260,Honda Civic 1.8 V,2007,Petrol,77000,1799,First ,Manual,13.5,130.0,172.0,5,White,5,FWD,Power,Ventilated Disc,Discs,19.0,225000
261,Maruti Wagon R LXI,2009,Petrol,58000,1061,Second ,Manual,18.9,67.0,84.0,5,Brown,5,FWD,Power,Ventilated Disc,Drum,19.0,170000
262,Maruti Eeco 5 Seater,2018,Petrol,64000,1196,First ,Manual,16.11,72.42,98.0,5,Grey,5,RWD,Manual,Discs,Drum,15.7,475000
263,Maruti Vitara Brezza ZDi,2017,Diesel,72000,1248,First ,Automatic,24.3,88.5,200.0,5,White,6,FWD,Power,Ventilated Disc,Drum,12.36,791000
264,Maruti Swift VDI,2014,Diesel,93000,1248,First ,Manual,28.4,74.0,190.0,5,White,5,FWD,Power,Discs,Drum,19.0,412000
265,Maruti Ritz VDi,2015,Diesel,109479,1248,First ,Manual,23.2,73.94,190.0,5,Silver,5,FWD,Power,Ventilated Disc,Drum,14.0,317000
266,Toyota Innova 2.5 G,2012,Diesel,120000,2494,First ,Manual,12.99,100.6,200.0,8,White,5,RWD,Power,Ventilated Disc,Drum,13.3,574000
267,Maruti Swift VDI,2013,Diesel,122590,1248,Second ,Manual,22.9,74.0,190.0,5,White,4,FWD,Power,Ventilated Disc,Drum,13.75,313000
268,Renault Duster 110PS Diesel,2013,Diesel,80000,1461,First ,Manual,19.01,108.45,248.0,5,Red,5,FWD,Power,Ventilated Disc,Drum,19.0,380000
269,Maruti Ciaz Sigma,2018,Petrol,36000,1462,First ,Manual,20.65,103.25,138.0,5,White,5,FWD,Power,Ventilated Disc,Drum,19.0,740000
270,Maruti Alto 800 LXI,2018,Petrol,11000,796,First ,Manual,24.7,47.3,69.0,5,Silver,5,FWD,Power,Solid Disc,Drum,19.0,344000
271,Hyundai i10 Sportz 1.1L,2015,Petrol,38000,1086,First ,Manual,19.81,68.05,99.04,5,Silver,5,FWD,Power,Ventilated Disc,Drum,14.3,374000
272,Maruti Ciaz Delta Automatic,2018,Petrol,39000,1462,First ,Automatic,20.28,103.25,138.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,19.0,865000
273,Maruti Swift Dzire ZDI,2017,Diesel,63000,1248,First ,Manual,28.4,74.02,190.0,5,Silver,5,FWD,Power,Discs,Drum,13.03,625000
274,Maruti Swift VDI,2014,Diesel,92619,1248,First ,Manual,22.9,74.0,190.0,5,White,5,FWD,Power,Ventilated Disc,Drum,13.75,378000
275,Ford Aspire 1.2 Ti-VCT,2019,Petrol,25000,1196,First ,Manual,18.16,86.8,112.0,5,White,6,FWD,Power,Ventilated Disc,Drum,15.7,590000
276,Honda City 1.5 S,2012,Petrol,72000,1497,First ,Automatic,16.8,116.4,146.0,5,Red,5,FWD,Power,Discs,Drum,19.0,525000
277,Ford EcoSport 1.5 Diesel,2017,Diesel,65990,1498,First ,Manual,23.0,98.96,205.0,5,Grey,5,FWD,Power,Ventilated Disc,Drum,19.0,677000
278,Maruti Ciaz ZDi,2014,Diesel,133308,1248,First ,Manual,26.21,88.5,200.0,5,White,5,FWD,Power,Ventilated Disc,Drum,15.0,467000
279,Toyota Etios Liva GD,2012,Diesel,303954,1364,First ,Manual,23.59,0.0,5.0,5,White,5,FWD,Power,Discs,Disc & Drum,19.0,169000
280,Skoda Laura Elegance 2.0,2012,Diesel,99969,1968,Second ,Manual,20.0,108.5,250.0,5,White,5,FWD,Power,Discs,Discs,19.0,286000
281,Hyundai Verna VTVT 1.4,2018,Petrol,29000,1368,First ,Manual,19.1,98.6,132.38,5,White,6,FWD,Power,Discs,Drum,11.31,875000
282,Maruti Alto LXi,2010,Petrol,81182,796,First ,Manual,19.7,46.3,62.0,5,White,5,FWD,Power,Discs,Drum,17.7,122000
283,Hyundai Grand i10 Nios,2020,Petrol,11000,1197,First ,Automatic,20.7,81.86,113.75,5,Brown,5,FWD,Electric,Discs,Drum,19.0,675000
284,Ford EcoSport 1.5 DV5,2015,Diesel,88255,1498,First ,Manual,22.7,89.84,204.0,5,Red,6,FWD,Power,Ventilated Disc,Drum,13.5,540000
285,Maruti Eeco 5 Seater,2018,Petrol,75000,1196,First ,Manual,16.11,72.42,98.0,5,White,5,RWD,Manual,Discs,Drum,15.7,459999
286,Maruti Swift AMT DDiS,2017,Diesel,80000,1248,Third ,Manual,28.4,74.0,190.0,5,White,5,FWD,Power,Discs,Drum,19.0,560000
287,Tata Sumo EX BS,2010,Diesel,90000,2179,First ,Manual,14.5,0.0,9.0,9,Black,5,FWD,Power,Discs,Disc & Drum,19.0,200000
288,Hyundai Elantra CRDi SX,2014,Diesel,65221,1582,Second ,Automatic,19.5,126.24,259.87,5,Black,5,FWD,Power,Discs,Discs,10.2,575000
289,Ford EcoSport 1.5 DV5,2014,Diesel,155000,1498,Second ,Manual,22.7,89.84,204.0,5,Blue,5,FWD,Power,Ventilated Disc,Drum,13.5,330000
290,Hyundai EON Magna Plus,2017,Petrol,32067,814,Third ,Manual,21.1,55.2,74.5,5,Grey,5,FWD,Power,Discs,Drum,19.0,335000
291,Honda City i DTec,2017,Diesel,47638,1498,First ,Manual,26.0,98.6,200.0,5,White,5,FWD,Power,Discs,Drum,10.0,850000
292,Hyundai i10 Sportz 1.2,2009,Petrol,60000,1197,Third ,Manual,20.36,78.9,111.8,5,Silver,5,FWD,Power,Ventilated Disc,Drum,19.0,199000
293,Honda Civic 1.8 S,2007,Petrol,110000,1799,Second ,Automatic,12.9,130.0,172.0,5,White,5,FWD,Power,Ventilated Disc,Discs,11.3,195000
294,Maruti Swift Lxi BSIII,2009,Petrol,75000,1298,Second ,Manual,16.1,88.2,11.5,5,Red,8,FWD,Power,Ventilated Disc,Drum,12.29,265000
295,Renault Duster Petrol RxE,2014,Petrol,120000,1598,First ,Manual,13.24,102.57,145.0,5,White,5,FWD,Power,Ventilated Disc,Drum,19.0,310000
296,Ford Figo Diesel ZXI,2012,Diesel,120000,1399,First ,Manual,20.0,68.0,160.0,5,White,5,FWD,Power,Ventilated Disc,Drum,14.8,150000
297,Maruti Ertiga SHVS VDI,2016,Diesel,42000,1248,First ,Manual,24.52,88.5,200.0,7,White,6,FWD,Power,Ventilated Disc,Drum,13.3,725000
298,Toyota Innova Crysta 2016-2020,2019,Diesel,51000,2755,First ,Automatic,11.36,171.5,360.0,7,White,5,RWD,Power,Discs,Drum,19.0,1875000
299,Maruti Wagon R VXI,2019,Petrol,25000,1197,First ,Manual,20.52,81.8,113.0,5,White,5,FWD,Power,Discs,Drum,18.6,500000
300,Maruti Eeco 5 Seater,2016,Petrol,50000,1196,Second ,Manual,15.37,73.0,101.0,5,White,6,RWD,Manual,Ventilated Disc,Drum,15.7,350000
301,Jaguar XF 2.2 Litre,2013,Diesel,41500,2179,First ,Automatic,16.36,187.7,450.0,5,Red,5,RWD,Power,Discs,Discs,8.5,1850000
302,Maruti Swift AMT VDI,2018,Diesel,37383,1248,First ,Automatic,28.4,74.0,190.0,5,White,5,FWD,Power,Discs,Drum,14.06,590000
303,Hyundai i20 Sportz 1.4,2014,Diesel,70279,1396,Second ,Manual,22.54,88.73,219.7,5,White,5,FWD,Power,Discs,Drum,11.9,314000
304,Maruti Swift Dzire VDI,2015,Diesel,48570,1248,First ,Manual,28.4,74.02,190.0,5,Silver,6,FWD,Power,Discs,Drum,13.03,486000
305,Datsun RediGO 1.0 S,2018,Petrol,8100,999,Second ,Manual,22.5,67.0,91.0,5,White,6,2WD,Power,Discs,Drum,19.0,300000
306,Mahindra Thar LX 4-Str,2021,Diesel,13395,2184,First ,Manual,15.2,130.0,300.0,4,White,6,AWD,Power,Discs,Drum,19.0,1584000
307,Maruti Vitara Brezza VDi,2018,Diesel,52793,1248,First ,Manual,24.3,88.5,200.0,5,White,5,FWD,Power,Ventilated Disc,Drum,12.36,770000
308,Maruti Ertiga ZDI,2015,Diesel,80000,1248,First ,Manual,20.77,88.8,200.0,7,Black,5,FWD,Power,Discs,Drum,13.3,620000
309,Maruti Wagon R LXI,2008,LPG,100000,1061,First ,Manual,17.3,57.5,7.8,5,Red,5,FWD,Power,Discs,Drum,16.6,100000
310,Tata Tiago 1.2 Revotron,2018,Petrol,70000,1199,First ,Manual,23.84,84.0,114.0,5,White,6,FWD,Power,Discs,Drum,14.3,300000
311,Hyundai Venue SX Opt,2019,Petrol,31492,998,First ,Manual,18.27,118.35,171.6,5,White,5,FWD,Power,Discs,Drum,19.0,969999
312,Hyundai Creta 1.6 CRDi,2018,Diesel,64000,1582,First ,Automatic,17.01,126.2,259.9,5,Grey,5,FWD,Power,Discs,Drum,10.5,1150000
313,Hyundai Verna 1.6 SX,2013,Diesel,70000,1582,Second ,Manual,22.32,126.32,259.8,5,Black,5,FWD,Power,Discs,Discs,10.62,451000
314,Maruti Ertiga ZDI Plus,2019,Diesel,57000,1248,First ,Manual,20.77,88.8,200.0,7,White,5,FWD,Power,Discs,Drum,13.3,969999
315,Maruti Ignis 1.3 Delta,2017,Diesel,120000,1248,First ,Manual,26.8,74.0,190.0,5,White,7,FWD,Electric,Discs,Drum,12.85,390000
316,Maruti Eeco 5 Seater,2017,Petrol,50000,1196,First ,Manual,15.37,73.0,101.0,5,White,7,RWD,Manual,Ventilated Disc,Drum,15.7,400000
317,Mahindra XUV300 W6,2019,Petrol,15000,1197,First ,Manual,17.0,108.6,200.0,5,White,5,FWD,Power,Discs,Discs,19.0,875000
318,Renault KWID Climber 1.0,2021,Petrol,2000,999,First ,Automatic,22.0,67.0,91.0,5,Blue,5,FWD,Electric,Discs,Drum,19.0,520000
319,Maruti Swift Vdi BSIII,2011,Diesel,70000,1248,Second ,Manual,17.8,75.0,190.0,5,White,6,FWD,Power,Ventilated Disc,Drum,13.75,200000
320,Maruti Ritz VDi,2011,Diesel,70000,1248,First ,Manual,23.2,73.94,190.0,5,White,5,FWD,Power,Ventilated Disc,Drum,14.0,225000
321,Mercedes-Benz A-Class A200 CDI,2015,Diesel,67000,2143,Second ,Automatic,20.0,107.3,250.0,5,White,5,FWD,Power,Discs,Discs,10.6,1350000
322,Audi Q3 2.0 TDI,2014,Diesel,118419,1968,Second ,Automatic,15.73,174.33,380.0,5,White,5,AWD,Power,Ventilated Disc,Drum,8.2,1100000
323,Volkswagen Polo Diesel Comfortline,2013,Diesel,74261,1199,Second ,Manual,22.07,73.9,180.0,5,White,5,FWD,Power,Discs,Drum,14.4,180000
324,Maruti Swift VDI BSIV,2014,Diesel,72558,1248,Second ,Manual,25.2,74.0,190.0,5,White,6,FWD,Power,Ventilated Disc,Drum,14.8,382000
325,Tata Nexon 1.5 Revotorq,2019,Diesel,60833,1497,First ,Manual,21.5,108.5,260.0,5,White,5,FWD,Power,Discs,Drum,13.25,781000
326,Maruti Vitara Brezza VDi,2018,Diesel,89000,1248,First ,Manual,24.3,88.5,200.0,5,White,5,FWD,Power,Ventilated Disc,Drum,12.36,765000
327,Maruti Alto 800 VXI,2021,Petrol,5000,796,First ,Manual,22.05,47.33,69.0,5,Blue,5,FWD,Power,Discs,Drum,19.0,409999
328,Toyota Etios Liva GD,2013,Diesel,70000,1364,Second ,Manual,23.59,67.06,170.0,5,Red,5,FWD,Power,Ventilated Disc,Drum,19.0,295000
329,Toyota Innova 2.5 G,2009,Diesel,192000,2494,Third ,Manual,12.8,102.0,20.4,8,White,5,FWD,Power,Ventilated Disc,Drum,17.5,350000
330,Renault Duster 85PS Diesel,2013,Diesel,90000,1461,Third ,Manual,20.45,83.8,200.0,5,White,5,FWD,Power,Ventilated Disc,Drum,19.0,309000
331,Hyundai Verna CRDi 1.6,2017,Diesel,54000,1582,First ,Manual,22.0,126.2,259.87,5,White,5,FWD,Power,Discs,Drum,19.0,700000
332,Hyundai Santro Xing GLS,2005,CNG,75000,1086,First ,Manual,11.88,62.1,96.1,5,White,5,FWD,Power,Ventilated Disc,Drum,16.2,125000
333,Maruti Ritz VXi,2014,Petrol,60000,1197,First ,Manual,18.5,85.8,114.0,5,White,6,FWD,Power,Ventilated Disc,Drum,15.0,365000
334,Ford EcoSport 1.5 Diesel,2013,Diesel,89000,1498,First ,Manual,23.0,98.96,205.0,5,White,5,FWD,Power,Ventilated Disc,Drum,19.0,495000
335,Maruti Swift Dzire VDI,2014,Diesel,80000,1248,First ,Manual,23.4,74.0,190.0,5,White,5,FWD,Power,Ventilated Disc,Drum,19.0,450000
336,Hyundai i20 1.4 CRDi,2012,Diesel,90000,1396,Second ,Manual,21.9,90.0,22.4,5,White,5,FWD,Power,Discs,Discs,19.0,285000
